connections=[
		],
events={
	{
		exits:[SEAFLOOR CAVERN (24.27),SEAFLOOR CAVERN (24.32),SEAFLOOR CAVERN (24.29),		]},
	{
		NPCs:[
			{is_trainer:0,b1:1,b2:0,sprite:87},
			{is_trainer:0,b1:1,b2:0,sprite:87},
			{is_trainer:0,b1:1,b2:0,sprite:86},
			{is_trainer:1,b1:1,b2:0,sprite:117},
			{is_trainer:1,b1:16,b2:0,sprite:117},
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 12, 1, 1, 12, 12, 12, 12, 12, 1, 1, 12, 12, 0, 0, ],
	[0, 0, 1, 1, 1, 12, 12, 12, 1, 12, 12, 12, 12, 12, 12, 1, 1, 12, 0, 0, ],
	[0, 0, 1, 1, 1, 12, 12, 12, 1, 1, 12, 1, 12, 12, 12, 12, 1, 12, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 12, 12, 12, 1, 12, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 13, 12, 12, 12, 12, 12, 1, 1, 12, 12, 1, 1, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 13, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 1, 0, 0, ],
	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 12, 1, 1, 0, ],
	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 12, 1, 1, 0, ],
	[0, 0, 1, 1, 12, 12, 1, 1, 1, 1, 1, 1, 12, 1, 1, 12, 12, 12, 1, 1, ],
	[0, 0, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 1, 1, ],
	[0, 0, 1, 1, 12, 12, 1, 13, 13, 13, 13, 1, 12, 1, 1, 12, 12, 12, 12, 1, ],
	[0, 0, 1, 1, 12, 12, 1, 13, 13, 13, 13, 1, 12, 12, 1, 12, 12, 12, 12, 1, ],
	[0, 0, 1, 1, 12, 1, 13, 13, 13, 13, 13, 1, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 12, 1, 13, 13, 1, 1, 1, 1, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 12, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
]
