connections=[
		],
events={
	{
		exits:[RUSTBORO CITY (0.3),RUSTBORO CITY (0.3),		]},
	{
		NPCs:[
			{is_trainer:0,b1:8,b2:0,sprite:125},
			{is_trainer:1,b1:8,b2:0,sprite:35},
			{is_trainer:1,b1:9,b2:0,sprite:35},
			{is_trainer:0,b1:8,b2:0,sprite:23},
			{is_trainer:1,b1:8,b2:0,sprite:55},
		]},
	{
		signs:[
			{x:2,y:18},
			{x:8,y:18},
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 12, 12, 13, 12, 12, 12, 13, 12, 12, 1, ],
	[12, 12, 12, 13, 12, 12, 12, 13, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[1, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 12, 12, 1, 12, 1, 1, 12, 1, 1, ],
	[1, 12, 12, 12, 1, 12, 1, 1, 12, 1, 1, ],
	[1, 12, 1, 1, 1, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, ],
	[1, 12, 1, 1, 12, 12, 12, 1, 1, 1, 1, ],
	[1, 12, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 1, 1, 1, 12, 1, 1, 12, 1, 1, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 1, 12, 12, 12, 12, 12, 1, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
]
