connections=[
		],
events={
	{
		exits:[SKY PILLAR (24.80),SKY PILLAR (24.82),SKY PILLAR (24.82),		]},
	{
		NPCs:[
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 12, 1, 1, 1, 12, 1, 1, 1, 12, 1, 1, ],
	[12, 12, 12, 12, 1, 12, 12, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 1, 12, 12, 12, 1, 12, 12, 12, 12, ],
	[12, 1, 12, 12, 12, 1, 12, 12, 1, 12, 12, 12, 12, 12, ],
	[1, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, ],
	[12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 1, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, ],
	[1, 12, 12, 12, 12, 1, 12, 12, 12, 1, 12, 12, 12, 12, ],
	[12, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 12, ],
]
