connections=[
			{up:ROUTE 110 (0.25)},
			{down:ROUTE 109 (0.24)},
			{right:ROUTE 134 (0.49)},
		],
events={
	{
		exits:[SLATEPORT CITY (9.11),SLATEPORT CITY (9.13),SLATEPORT CITY (9.0),SLATEPORT CITY (9.2),SLATEPORT CITY (9.6),SLATEPORT CITY (9.7),SLATEPORT CITY (9.5),SLATEPORT CITY (9.7),SLATEPORT CITY (9.9),SLATEPORT CITY (9.9),SLATEPORT CITY (9.10),		]},
	{
		NPCs:[
			{is_trainer:0,b1:2,b2:0,sprite:17},
			{is_trainer:0,b1:5,b2:0,sprite:19},
			{is_trainer:0,b1:2,b2:0,sprite:15},
			{is_trainer:0,b1:1,b2:0,sprite:26},
			{is_trainer:0,b1:7,b2:0,sprite:118},
			{is_trainer:0,b1:8,b2:0,sprite:27},
			{is_trainer:0,b1:1,b2:0,sprite:30},
			{is_trainer:0,b1:2,b2:0,sprite:8},
			{is_trainer:0,b1:9,b2:0,sprite:110},
			{is_trainer:0,b1:7,b2:0,sprite:68},
			{is_trainer:0,b1:10,b2:0,sprite:46},
			{is_trainer:0,b1:10,b2:0,sprite:49},
			{is_trainer:0,b1:5,b2:0,sprite:49},
			{is_trainer:0,b1:3,b2:0,sprite:18},
			{is_trainer:0,b1:2,b2:0,sprite:33},
			{is_trainer:0,b1:3,b2:0,sprite:39},
			{is_trainer:0,b1:1,b2:0,sprite:34},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:10,b2:0,sprite:83},
			{is_trainer:0,b1:8,b2:0,sprite:83},
			{is_trainer:0,b1:8,b2:0,sprite:66},
			{is_trainer:0,b1:8,b2:0,sprite:34},
			{is_trainer:0,b1:8,b2:0,sprite:83},
			{is_trainer:0,b1:8,b2:0,sprite:25},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:7,b2:0,sprite:117},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:10,b2:0,sprite:117},
			{is_trainer:0,b1:7,b2:0,sprite:117},
			{is_trainer:0,b1:7,b2:0,sprite:117},
			{is_trainer:0,b1:7,b2:0,sprite:117},
			{is_trainer:0,b1:9,b2:0,sprite:18},
			{is_trainer:0,b1:8,b2:0,sprite:219},
		]},
	{
		signs:[
			{x:8,y:19},
			{x:20,y:19},
			{x:21,y:19},
			{x:14,y:26},
			{x:24,y:12},
			{x:15,y:26},
			{x:14,y:51},
			{x:26,y:26},
			{x:16,y:22},
			{x:8,y:26},
			{x:7,y:13},
			{x:23,y:38},
			{x:10,y:36},
		]},
	{
		triggers:[
			{x:10,y:13,flag:16594,scriptPointer:1955292},
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, ],
	[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 12, 12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 12, 12, 12, 12, 12, 1, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, ],
	[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, ],
	[4, 1, 1, 13, 12, 12, 12, 12, 1, 1, 1, 1, 1, 12, 12, 12, 1, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, ],
	[4, 4, 1, 13, 12, 12, 12, 13, 1, 1, 1, 1, 1, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, ],
