connections=[
		],
events={
	{
		exits:[SKY PILLAR (24.77),SKY PILLAR (24.79),		]},
	{
		NPCs:[
			{is_trainer:0,b1:8,b2:0,sprite:133},
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 13, 1, 1, 1, 1, 1, 13, 13, 13, 13, 4, 4, 4, 4, 4, 4, 4, ],
	[4, 4, 4, 4, 4, 4, 4, 4, 1, 13, 13, 12, 1, 1, 1, 1, 1, 1, 1, 12, 13, 13, 13, 1, 4, 4, 4, 4, ],
	[4, 4, 4, 4, 4, 4, 1, 13, 13, 12, 12, 12, 1, 1, 1, 1, 1, 13, 13, 12, 12, 12, 12, 1, 1, 1, 4, 4, ],
	[4, 4, 4, 4, 4, 1, 1, 12, 12, 12, 1, 12, 1, 1, 1, 1, 1, 13, 13, 13, 12, 1, 12, 1, 1, 1, 1, 4, ],
	[4, 4, 4, 4, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 13, 13, 1, 13, 12, 12, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 1, 1, 1, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 12, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 1, 1, 1, 1, 12, 1, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 13, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 4, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 4, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 4, 4, 4, 1, 5, 5, 1, 1, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 0, ],
	[4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 12, 12, 12, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, ],
	[4, 4, 5, 5, 0, 0, 5, 5, 5, 5, 5, 5, 12, 12, 12, 12, 12, 12, 13, 12, 12, 1, 1, 1, 1, 0, 0, 0, ],
	[4, 4, 4, 4, 4, 0, 0, 5, 5, 5, 5, 5, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 4, 0, 0, ],
	[5, 5, 4, 4, 4, 4, 0, 0, 5, 1, 5, 5, 5, 12, 12, 12, 13, 12, 1, 1, 1, 1, 1, 1, 4, 4, 0, 0, ],
	[5, 5, 4, 4, 4, 4, 1, 1, 5, 1, 5, 5, 5, 5, 13, 12, 12, 1, 1, 1, 1, 1, 1, 1, 4, 4, 5, 5, ],
	[4, 4, 4, 4, 4, 4, 1, 1, 5, 5, 1, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 0, 5, 5, ],
	[4, 4, 4, 4, 5, 1, 4, 0, 0, 5, 5, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 0, 0, ],
	[4, 4, 4, 4, 5, 1, 4, 4, 4, 4, 5, 5, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 0, ],
	[4, 4, 4, 4, 0, 1, 1, 4, 4, 4, 4, 4, 4, 12, 12, 12, 12, 12, 4, 4, 1, 1, 4, 4, 4, 4, 4, 0, ],
	[0, 0, 0, 0, 0, 1, 1, 4, 4, 4, 4, 4, 4, 12, 12, 12, 12, 12, 4, 4, 1, 1, 5, 1, 1, 1, 1, 0, ],
]
