connections=[
		],
events={
	
		'exits':[{'name':'METEOR FALLS (24.2)','x':5,'y':15},		],
	
		'NPCs':[
			{'is_trainer':0,'b1':1,'b2':0,'sprite':'59','x':5,'y':3},
		],
	
		'signs':[
		],
	
		'triggers':[
		],

},
partial_map=[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, ],
	[1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 1, ],
	[1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, ],
	[1, 1, 1, 12, 12, 12, 12, 12, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
]
