connections=[
		],
events={
	{
		exits:[LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),LAVARIDGE TOWN (4.1),		]},
	{
		NPCs:[
			{is_trainer:3,b1:8,b2:0,sprite:66},
			{is_trainer:3,b1:8,b2:0,sprite:66},
			{is_trainer:3,b1:8,b2:0,sprite:66},
			{is_trainer:3,b1:8,b2:0,sprite:55},
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[12, 12, 12, 12, 1, 12, 12, 0, 12, 12, 1, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0, 12, 12, 12, 12, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[0, 12, 12, 0, 1, 12, 12, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 12, 12, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 12, 12, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 12, 12, 1, 0, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[0, 12, 12, 12, 1, 12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[1, 1, 1, 1, 1, 12, 12, 1, 12, 1, 12, 12, 0, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 12, 12, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 0, 12, 12, 1, 0, 12, 1, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 12, 12, 1, 12, 1, 1, 1, 1, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 0, 12, 12, 12, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[0, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 0, 12, 12, 12, ],
	[12, 12, 12, 12, 0, 12, 12, 12, 12, 1, 0, 12, 12, 12, 12, 12, 12, ],
]
