connections=[
		],
events={
	{
		exits:[ROUTE 112 (0.27),ROUTE 112 (0.27),MT. CHIMNEY (24.12),MT. CHIMNEY (24.12),MAGMA HIDEOUT (24.86),		]},
	{
		NPCs:[
			{is_trainer:1,b1:10,b2:0,sprite:55},
			{is_trainer:1,b1:14,b2:0,sprite:31},
			{is_trainer:0,b1:1,b2:0,sprite:59},
			{is_trainer:1,b1:16,b2:0,sprite:32},
			{is_trainer:0,b1:7,b2:0,sprite:119},
			{is_trainer:1,b1:10,b2:0,sprite:32},
			{is_trainer:1,b1:9,b2:0,sprite:56},
		]},
	{
		signs:[
			{x:8,y:10},
			{x:7,y:29},
		]},
	{
		triggers:[
			{x:13,y:15,flag:2,scriptPointer:0},
			{x:21,y:12,flag:8,scriptPointer:0},
			{x:14,y:15,flag:2,scriptPointer:0},
			{x:18,y:17,flag:2,scriptPointer:0},
			{x:22,y:19,flag:2,scriptPointer:0},
			{x:21,y:15,flag:16584,scriptPointer:2295483},
			{x:22,y:20,flag:16584,scriptPointer:2295483},
			{x:21,y:20,flag:16584,scriptPointer:2295483},
			{x:14,y:15,flag:16584,scriptPointer:2295483},
			{x:13,y:15,flag:16584,scriptPointer:2295483},
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 1, 1, 1, 1, 12, 12, 1, 1, 1, 12, 12, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 1, 1, 1, 1, 12, 1, 1, 12, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 1, 1, 12, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 12, 12, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 1, 12, 1, 1, 1, 1, 1, 1, 1, 12, ],
