connections=[
		],
events={
	{
		exits:[METEOR FALLS (24.1),METEOR FALLS (24.1),METEOR FALLS (24.1),METEOR FALLS (24.3),METEOR FALLS (24.0),METEOR FALLS (24.0),		]},
	{
		NPCs:[
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 16, 16, 16, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 16, 16, 16, 1, 16, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 20, 20, 20, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 20, 1, 20, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 16, 16, 1, 20, 20, 20, 1, 1, 4, 4, 4, 1, 16, 16, 16, 16, 16, 1, 4, 4, 4, 1, 1, 1, 1, 1, ],
