connections=[
		],
events={
	{
		exits:[SOUTHERN ISLAND (26.10),SOUTHERN ISLAND (26.10),		]},
	{
		NPCs:[
			{is_trainer:0,b1:7,b2:0,sprite:49},
			{is_trainer:0,b1:10,b2:0,sprite:140},
		]},
	{
		signs:[
			{x:16,y:7},
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 13, 13, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 12, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 1, 1, 1, 1, 5, 4, ],
	[1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 12, 13, 13, 12, 12, 12, 12, 12, 12, 13, 1, 1, 1, 1, 5, 4, 4, ],
	[1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 12, 12, 12, 1, 1, 1, 1, 5, 4, 4, ],
	[1, 1, 1, 1, 1, 12, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 12, 12, 1, 1, 1, 1, 5, 4, 4, ],
	[5, 1, 1, 1, 1, 13, 13, 1, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 13, 13, 13, 13, 13, 1, 12, 12, 1, 1, 1, 1, 5, 4, 4, ],
	[5, 1, 1, 1, 1, 13, 13, 1, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 1, 12, 12, 12, 1, 1, 1, 5, 4, 4, ],
	[4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 1, 1, 13, 13, 13, 13, 1, 12, 12, 1, 1, 1, 1, 5, 4, 4, ],
	[4, 5, 1, 1, 1, 1, 1, 13, 13, 1, 1, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 5, 1, 5, 4, 4, ],
	[4, 5, 1, 1, 1, 1, 1, 13, 13, 1, 1, 13, 13, 13, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 1, 1, 5, 5, 4, 4, 4, ],
	[4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 5, 4, 4, 4, ],
