connections=[
		],
events={
	{
		exits:[PETALBURG CITY (0.0),PETALBURG CITY (0.0),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),PETALBURG CITY (8.1),		]},
	{
		NPCs:[
			{is_trainer:0,b1:8,b2:0,sprite:129},
			{is_trainer:1,b1:8,b2:0,sprite:34},
			{is_trainer:1,b1:8,b2:0,sprite:33},
			{is_trainer:1,b1:8,b2:0,sprite:33},
			{is_trainer:1,b1:8,b2:0,sprite:34},
			{is_trainer:1,b1:8,b2:0,sprite:33},
			{is_trainer:1,b1:8,b2:0,sprite:34},
			{is_trainer:1,b1:8,b2:0,sprite:33},
			{is_trainer:0,b1:8,b2:0,sprite:23},
			{is_trainer:0,b1:7,b2:0,sprite:135},
			{is_trainer:0,b1:7,b2:0,sprite:25},
		]},
	{
		signs:[
			{x:1,y:105},
			{x:7,y:105},
			{x:1,y:79},
			{x:7,y:79},
			{x:1,y:92},
			{x:7,y:92},
			{x:7,y:40},
			{x:1,y:53},
			{x:7,y:53},
			{x:1,y:66},
			{x:7,y:14},
			{x:1,y:27},
			{x:1,y:110},
			{x:7,y:110},
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[12, 12, 1, 0, 0, 0, 1, 12, 12, ],
	[12, 12, 1, 0, 0, 0, 1, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, ],
