connections=[
		],
events={
	{
		exits:[FORTREE CITY (0.4),FORTREE CITY (0.4),		]},
	{
		NPCs:[
			{is_trainer:0,b1:8,b2:0,sprite:130},
			{is_trainer:1,b1:8,b2:0,sprite:66},
			{is_trainer:1,b1:9,b2:0,sprite:31},
			{is_trainer:1,b1:9,b2:0,sprite:32},
			{is_trainer:1,b1:8,b2:0,sprite:66},
			{is_trainer:0,b1:8,b2:0,sprite:23},
			{is_trainer:1,b1:10,b2:0,sprite:66},
			{is_trainer:1,b1:7,b2:0,sprite:66},
		]},
	{
		signs:[
			{x:14,y:21},
			{x:17,y:21},
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 1, 0, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 13, 12, 12, 0, 12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, ],
	[1, 13, 12, 1, 0, 12, 1, 1, 1, 1, 12, 12, 12, 1, 0, 0, 0, 1, 1, 1, ],
	[1, 13, 12, 13, 12, 12, 0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 1, 12, 13, 12, 12, 1, 1, 1, 1, 1, 1, 1, 0, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 12, 13, 13, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 12, 12, 13, 13, 12, 0, 12, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 12, 0, 12, 12, 12, 12, 1, 0, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 13, 13, 13, 0, 12, 12, 0, 0, 0, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 12, 13, 13, 13, 13, 12, 12, 12, 12, 12, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 13, 1, 1, 13, 1, 13, 13, 0, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 13, 1, 1, 13, 13, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 13, 13, 13, 13, 12, 1, 0, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 1, 1, 13, 12, 13, 13, 12, 0, 12, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 13, 13, 12, 13, 13, 12, 12, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 13, 13, 12, 0, 12, 12, 12, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 12, 12, 12, 12, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 13, 12, 1, 0, 12, 0, 12, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 12, 0, 12, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, 12, 1, 1, ],
	[1, 13, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 12, 0, 12, 12, 0, 1, 1, ],
	[1, 13, 12, 12, 12, 1, 1, 12, 12, 12, 1, 12, 12, 12, 1, 0, 12, 1, 1, 1, ],
	[1, 1, 1, 0, 12, 0, 12, 12, 12, 12, 0, 12, 12, 12, 0, 0, 12, 0, 1, 1, ],
	[1, 1, 1, 1, 0, 12, 12, 12, 1, 1, 1, 1, 1, 0, 12, 12, 12, 12, 1, 1, ],
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, ],
]
