connections=[
		],
events={
	{
		exits:[SKY PILLAR (24.79),SKY PILLAR (24.81),		]},
	{
		NPCs:[
		]},
	{
		signs:[
		]},
	{
		triggers:[
		]},

},
[
	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ],
	[1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 1, 12, 1, 1, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 1, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[1, 1, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 1, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 12, 12, 12, 12, ],
	[12, 12, 12, 1, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, ],
	[12, 12, 1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, ],
	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, ],
]
